methane,co,temperature,humidity,dust,vibration,noise,worker_count,worker_hazard_distance,ppe_violations,equipment_temperature,equipment_overheating,equipment_health,slope_stability,wind_speed,rainfall,visibility,risk_class
1.4836765785177324,10.740351207088093,55.13486378293547,61.28007308349778,99.03836469453793,5.893830714223924,79.84601152200196,22,60.075524197231886,2,48.29405629437704,0,68.06145303657487,74.30246182387361,11.38862825256721,6.552418100683772,11.880374278677852,MEDIUM
1.1752567042935491,17.366492178080378,38.03645114475632,65.29134107665887,62.41597770402637,1.8874823681113524,54.39105635201614,20,8.128846495546028,2,61.51816580640225,0,68.52584101126264,60.148773025955364,9.052537763732003,9.979714384622083,10.430533649943577,MEDIUM
0.9091931667659612,16.31111026719049,39.107331422322,66.37229386704294,26.376007911367434,3.920872769468985,66.17841101770895,17,68.02268038459326,0,47.74767939084725,0,76.2125391642612,78.92354772679738,3.3355764408453954,2.016931982840293,5.833477989277606,LOW
0.30403526395882463,12.644577095715624,35.87572247364304,74.35791326263133,25.36905602831134,3.3897706362000863,51.74653393972939,27,60.8035430595471,0,47.65675872966534,0,100.0,86.53252645204901,6.898091824531448,3.4005146007615843,12.065437549383486,LOW
1.2387977331746507,5.940583393282189,31.27523545036618,67.85328872569244,15.314544867229507,2.240524152085281,77.81869901104966,9,34.32956002029293,1,53.16329820860315,0,91.8680864699536,92.19076133375789,17.617634332450937,4.36821159921508,10.280014094599744,LOW
0.9917000549670254,11.826509946952863,26.978648962852088,58.794586147966676,19.65533369601338,2.141505637813934,56.645487560041026,0,40.97063193535726,1,35.49624832693144,0,89.53516198875518,100.0,14.127535803707625,2.721771562316647,9.675340760167035,LOW
1.0860296234326132,16.60916526790089,52.95858253123794,62.85347010255838,93.61266009236554,0.205001604891641,81.06654002498027,38,35.66229220805381,1,40.056121899020084,0,73.44460253838606,75.70684790581122,20.09014233023006,3.938638812882471,8.72216921747415,LOW
1.0504874714788284,17.53095003051662,38.565356749295276,71.19597435957276,66.53331725098181,2.7077479046382513,54.595171617076296,35,35.686415418595196,3,55.42382746316052,0,95.70186945038546,77.63758731254723,16.137637587146774,5.416030514656256,8.168731877831773,MEDIUM
1.1525444641419904,15.212116912695667,49.47190062583854,60.74125896433786,99.36014820473119,5.591977716468539,88.41159462415523,57,33.066018821060894,0,67.23755198651322,0,75.25671240830029,56.067033225674706,0.0,10.178477009305334,8.48248584322552,HIGH
1.3116785110319855,18.553059814633702,36.040595277047764,77.36982566622541,34.89098353889568,1.5354687090716408,66.44142514492532,20,41.249804391168276,1,66.05846475251406,0,97.45638167127899,86.24212423698569,25.192422730528392,6.32799136725459,12.333120052023016,MEDIUM
1.0017945501596208,8.747781956194283,41.84025792944136,67.68860267583003,140.4289005602479,1.0207966410232294,79.79173947091681,35,36.553637746118596,2,52.0203874192355,0,93.24739701848661,89.39031935829794,0.0,10.94664214734737,8.507687044225852,MEDIUM
1.6331502535043052,18.15907578990135,31.112070342316088,79.61513751301091,61.903830320404595,4.779265783034188,77.52401390284066,28,33.69329072229984,0,55.90730188390205,0,71.643572537096,66.70930323150384,16.600919636177487,9.190518561094807,9.520986664467507,MEDIUM
0.6774584727455343,12.766967454961723,48.71246481865146,48.79463448871043,19.46319860730241,3.9051002106396413,68.64766201266362,22,63.243357023749695,0,40.64914695185773,0,88.64652445228258,95.29492577039511,14.434101156936295,5.8732394072623375,9.36481348809484,LOW
0.12322105098160652,7.567546513876495,43.53011784735416,53.950602638991974,43.70563635575033,3.5834370241129014,74.28532583559924,40,45.20220235410578,1,56.36830188219904,0,76.64228383801105,85.08575846420464,19.10797596800112,9.576735475814775,7.8044743630957445,MEDIUM
0.7791573102968891,11.161764575728483,33.54558200838761,44.65100670995496,70.27183170926959,2.5782129308024224,76.14688212723348,14,36.76727052154719,0,54.72187817191469,0,88.00297026668986,83.07700427752007,12.618352838051244,9.406596627070792,11.346341078921975,LOW
1.3400740166653047,3.7414501263135245,38.970453374067375,41.29509955169725,51.25073087599325,0.6370737888938489,64.50775580322883,12,43.48857017239416,2,50.92642724093465,0,88.87258800188224,85.22334164148181,10.623138122428573,4.781128361542799,7.581724426273089,MEDIUM
1.57542868423979,17.397623683918635,45.66237146202001,84.47430117849515,98.52619699216247,5.7050833132373615,63.00528393685052,34,48.01159510939093,4,59.27490625300245,0,81.80398434061301,79.14806449824394,13.779887538970456,5.919235602500819,10.580617701556235,MEDIUM
0.7336898031307013,14.451963821397316,27.430918778429373,52.79497110226575,56.13271653494289,3.4631427919120403,62.1565394159179,9,45.86438813333571,3,43.2147903982882,0,83.32998861841862,62.78979985627905,15.99188882108201,5.131075235835218,8.950021909662835,MEDIUM
